,text_cleaned,Z1,Z2,nb_words,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,target
61,dream kevin swim beach hot get water come kiss kiss intense swear lip tingle wake,9.330623,10.795672,41,2,1,1,1,3,0,2,2,1,3,0
423,last night dream mother father think want keyboard christmas mother know difference sound board father kind funny father find like multi track recorder would record like ten minute audio put different little sound trigger kind neat know mother say one uncle fred tell mother father really want next thing know set little tray like type keyboard studio well set little tray tv cabinet living room tv amplifier father sit listen celine dion get couch move computer chair front tv cabinet pull little tray hear way try play along cd think horrible job know dream anyway stand go father ask think sound asleep snore away think pretty good really want see hear anyway next time sit nobody house think okay go sit practice decent job time sit turn connect amplifier sat start check amplifier light feather lift shelf turn around look back nothing like use see conscious rca connection whatsoever look like back car radio probably kind like day ago try find way kind jam bare wire connection could get connection make get thing connect amplifier hear mother father come home car wire connection stuff live room want see mess around meet father door say come right work surprise say well guide close eye wake realized dream say come want wire stuff scatter everywhere dream weird,5.3836694,11.2294855,560,1,8,2,3,6,2,2,8,4,15,0
152,dream summer school hermione sign mean someone dead hermione blanket wrap around heat guess think dead tyle im ing class see anywhere whale free willy play text twist pa final exam get word saw spike laundry,10.561789,6.451199,84,0,1,0,1,0,0,1,3,0,1,0
409,last night dream mother father go even thing first put cd cd player go dance stuff like usually notion go get something remember go somewhere get car start sit back seat take sort know want go stop park park lot get like say remember remember get talk somebody parking lot real afraid look like age drive time time come home dark really afraid go crash somewhere start sat big seat thing sort know stop traffic light know turn crazy get allison almost home come street allison sort stop front house megan come start ask question want start move home megan right would think funny talk megan walk home put boom box front lawn play cd sit green chair wake,5.2949147,11.177992,349,1,4,0,3,3,4,1,5,5,5,0
369,last night kind weird predictable dream dreamt start school thing really really change auditorium kind put mind cross dexter hampton auditorium gym bancroft seat slant little bit like way slant like bleacher different color like dexter hampton auditorium big wide open space front seat say assembly stuff set stage notion chorus class go male performer opera singer go teach reason notion good basic reason head advance class go taught mr dougherty man go teach kind introductory begin basic class remember much woke,5.379292,11.050275,194,2,2,1,2,4,2,3,6,2,9,0
52,dream david kathy play soccer quad bundy stole lily pulitzer gift card jules go rome woke,10.705493,6.6007223,35,0,1,0,0,1,0,1,0,0,1,0
150,dream orlando bloom go high school course girl want include reason want din hall friend guess study exams orlando walk table pull away guess need fix shirt collar trim hair sudden alone corner kiss orlando keep chase everywhere another dream hang jackson walk around mess around kiss look watch realize almost midnight forgotten curfew try take train home father tell home earlier babysit night kid want rescue horse beauty beast scene wolves attack beast belle save finally go inside breakfast late play soccer sue,10.62109,6.5720053,201,4,4,2,5,5,3,4,7,5,8,0
385,last night dreamt friend cathy freshman year skip period drive drive roanoke health food store get spinach roll spaghetti meatball take food park sit bench talk talk kind different stuff talk like pm night take home idea time mother father really mad anything wonder would long somebody call let know guess,5.297526,11.0748205,134,1,4,1,1,3,2,1,4,2,4,0
27,dream father dinner matthew albert anthony go sleepover later want shower arrive halfway shower think heard get go downstairs reason camilia come want shower let shower watched tv remember condition hair anything go back get shower time boy begin roll sleep bag mattress prepare sleepover must wake start new dream dream remember exactly except hannah sue mad girl,10.660029,6.6394076,141,2,2,1,1,0,2,0,1,3,2,0
546,felt someone rub back,9.914459,12.340587,6,0,0,0,0,0,0,0,0,0,0,0
166,dream english class year meet outside english wing rather classroom,8.611513,11.339588,19,0,0,0,0,0,0,0,0,0,0,0
